p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
ILF3 1.6535343244578e-16 2.00605038135782 0.599 0.369 4.14706408574016e-13 2 ILF3
PSMC3 1.65765652105087e-16 1.94253900179196 0.534 0.299 4.15740255479558e-13 2 PSMC3
TIMM17A 2.40198452043766e-16 1.88005560139051 0.359 0.149 6.02417717725764e-13 2 TIMM17A
RHEB 2.49107844353879e-16 1.33822367953951 0.466 0.229 6.24762473639528e-13 2 RHEB
USP24 2.50538516594508e-16 2.34519295636861 0.412 0.183 6.28350599619027e-13 2 USP24
METAP2 3.08109008914339e-16 3.50419124785563 0.534 0.296 7.72737394357162e-13 2 METAP2
PSMA3 3.1966824388392e-16 0.591010759177863 0.58 0.338 8.01727955660872e-13 2 PSMA3
PITPNA 3.27342468301788e-16 1.91068656084644 0.355 0.147 8.20974910500885e-13 2 PITPNA
PPIB 3.32533520784615e-16 4.1458352299447 0.851 0.721 8.33994070127815e-13 2 PPIB
SRRT 3.65179596271636e-16 1.76447140095152 0.359 0.15 9.15870427449264e-13 2 SRRT
RRP1 4.05391578391357e-16 2.13922025640641 0.282 0.099 1.01672207860552e-12 2 RRP1
RNF1251 4.74001487800633e-16 0.60161510177742 0.13 0.404 1.18879573140399e-12 2 RNF125
PSMD14 4.9044805986459e-16 1.93524644033287 0.344 0.138 1.23004373414039e-12 2 PSMD14
VMP1 4.99425512712192e-16 3.00756317446303 0.447 0.227 1.25255918588218e-12 2 VMP1
GIT1 5.54611077208529e-16 0.987024905308763 0.37 0.159 1.39096458163899e-12 2 GIT1
SEC61A1 6.37460005920142e-16 2.13424959048712 0.366 0.155 1.59874969484772e-12 2 SEC61A1
HSP90B1 6.44943494587359e-16 0.340980825578201 0.683 0.479 1.6175182844251e-12 2 HSP90B1
COX5A 8.14298054365298e-16 1.97706424862597 0.664 0.48 2.04225952034817e-12 2 COX5A
ARF6 8.24551223574944e-16 1.75665999227543 0.817 0.678 2.06797446872596e-12 2 ARF6
CDK4 8.37963749805498e-16 2.45132326027993 0.363 0.161 2.10161308451219e-12 2 CDK4
HLA-F 8.52939098177682e-16 3.69206572521488 0.821 0.678 2.13917125822963e-12 2 HLA-F
CBX6 9.8691893309834e-16 2.72007702055752 0.603 0.38 2.47519268421064e-12 2 CBX6
UTP14A 9.87329713125455e-16 2.33095991631568 0.267 0.09 2.47622292051864e-12 2 UTP14A
PIP5K1C 1.0059810746039e-15 2.28531736419446 0.324 0.132 2.52300053510658e-12 2 PIP5K1C
BANF1 1.01918978742711e-15 2.40656413647481 0.618 0.392 2.5561279868672e-12 2 BANF1
HNRNPA0 1.10033641316029e-15 1.94590256383303 0.771 0.608 2.75964372420602e-12 2 HNRNPA0
MTSS1 1.2031375947644e-15 1.82815017606811 0.412 0.19 3.01746908766912e-12 2 MTSS1
MPHOSPH10 1.2416426706151e-15 2.23437387841713 0.458 0.239 3.11403981790267e-12 2 MPHOSPH10
EIF1B 1.24181818825172e-15 1.00326861560328 0.683 0.457 3.11448001613532e-12 2 EIF1B
LBR 1.35022288373762e-15 3.64286149365975 0.691 0.524 3.38635899241396e-12 2 LBR
WDR36 1.46868849761331e-15 0.724275000511057 0.321 0.125 3.68347075201417e-12 2 WDR36
NDUFAF3 1.57413302915554e-15 2.26943758564147 0.5 0.275 3.94792563712208e-12 2 NDUFAF3
SPPL2A 1.67707510927935e-15 1.81444768515437 0.695 0.468 4.20610437407261e-12 2 SPPL2A
LCP1 1.70413310726046e-15 13.5914552081698 0.924 0.893 4.27396583300923e-12 2 LCP1
EFHD2 2.00427105980078e-15 3.85605519048316 0.943 0.888 5.02671181798036e-12 2 EFHD2
ARL6IP1 2.22462344272595e-15 1.38490922612131 0.672 0.47 5.57935559435668e-12 2 ARL6IP1
TSR1 2.30208479793374e-15 2.87160394082583 0.294 0.112 5.77362867321782e-12 2 TSR1
VAPA 2.58946758091986e-15 1.99820828254486 0.718 0.489 6.49438469294702e-12 2 VAPA
ARF4 2.76631532272456e-15 1.97609541676825 0.481 0.254 6.9379188293932e-12 2 ARF4
ZC3H12A 3.04210665331957e-15 1.6589632316427 0.385 0.171 7.62960348652547e-12 2 ZC3H12A
JARID2 3.34825914457471e-15 5.23003425046487 0.626 0.406 8.39743393459336e-12 2 JARID2
ACBD3 3.37170897922496e-15 1.78570439211075 0.443 0.215 8.45624611989621e-12 2 ACBD3
WDR83OS 3.40518314100403e-15 1.64499513590926 0.782 0.603 8.5401993176381e-12 2 WDR83OS
NAA20 3.66643546847907e-15 1.77887338697649 0.477 0.254 9.19542015494551e-12 2 NAA20
PSMB6 3.66995108616696e-15 1.6974288199031 0.66 0.443 9.20423732410673e-12 2 PSMB6
POLE3 3.99130313984581e-15 2.52831652190409 0.473 0.258 1.00101882747333e-11 2 POLE3
UBE2N 4.62127178070294e-15 1.79838042075081 0.466 0.247 1.1590149626003e-11 2 UBE2N
CREBRF 4.87480796345522e-15 0.328978914768208 0.279 0.557 1.22260183723457e-11 2 CREBRF
LARP4 5.03398919761071e-15 1.83262996951827 0.271 0.096 1.26252449076077e-11 2 LARP4
NOC3L 5.66871969906177e-15 2.36964547225757 0.309 0.124 1.42171490052469e-11 2 NOC3L
SSR4 6.05646734741731e-15 2.12960526946092 0.84 0.688 1.51896201073226e-11 2 SSR4
PPA1 6.07656087315078e-15 3.69151959430069 0.336 0.147 1.52400146698622e-11 2 PPA1
HDLBP 6.68017972059384e-15 2.04574557185896 0.447 0.23 1.67538907392494e-11 2 HDLBP
G3BP2 7.04195372300657e-15 2.37608884975686 0.668 0.435 1.76612199373005e-11 2 G3BP2
STIP1 7.86752969391575e-15 1.96765666329322 0.5 0.286 1.97317644723407e-11 2 STIP1
SPEN 9.2402436437775e-15 6.68247234885183 0.714 0.527 2.3174531058594e-11 2 SPEN
NDUFA11 1.00474949812727e-14 0.999673685480998 0.714 0.504 2.51991174130319e-11 2 NDUFA11
GOLGA7 1.08378616766173e-14 1.83841993299948 0.584 0.365 2.71813570849562e-11 2 GOLGA7
PSMB2 1.09655767787546e-14 2.20527068944384 0.588 0.372 2.75016665611166e-11 2 PSMB2
RANGAP1 1.22933862002936e-14 1.49821846972173 0.317 0.127 3.08318125903364e-11 2 RANGAP1
SSR3 1.30101879917288e-14 1.68361092841827 0.534 0.305 3.26295514832557e-11 2 SSR3
PSMA5 1.30576549964817e-14 5.88460687459456 0.733 0.544 3.27485987311762e-11 2 PSMA5
EIF2S2 1.44158767412034e-14 2.26938485217742 0.664 0.448 3.61550188669381e-11 2 EIF2S2
TOP1 1.50956385961964e-14 2.14841931839491 0.698 0.495 3.78598615992606e-11 2 TOP1
TRAF3 1.66589216384543e-14 1.88267461439092 0.424 0.218 4.17805754692435e-11 2 TRAF3
COX20 1.6880460408834e-14 1.95283358810338 0.424 0.211 4.23361947053557e-11 2 COX20
KPNA1 1.86810761384405e-14 1.36819027373538 0.401 0.193 4.68521389552087e-11 2 KPNA1
NAA15 1.94272805520389e-14 1.68259350634616 0.355 0.158 4.87236196245135e-11 2 NAA15
SRP72 2.0597736251472e-14 2.56661945634782 0.553 0.332 5.16591225186917e-11 2 SRP72
EIF3B 2.10987334144409e-14 2.62534750523926 0.531 0.313 5.29156234034178e-11 2 EIF3B
CKS2 2.16315077332245e-14 1.54205660059919 0.282 0.107 5.4251821394927e-11 2 CKS2
ERH 2.3072673111108e-14 1.72198422639526 0.702 0.5 5.78662641626589e-11 2 ERH
ARHGAP25 2.4574690714954e-14 7.86676474468096 0.584 0.383 6.16333243131046e-11 2 ARHGAP25
GNL2 2.52358466659412e-14 1.17414754140915 0.309 0.123 6.32915034381806e-11 2 GNL2
MRPL4 3.38726899383043e-14 2.54411292394713 0.351 0.16 8.49527063652671e-11 2 MRPL4
HSPA4 3.77010575494055e-14 2.13246804258103 0.473 0.254 9.45542523339089e-11 2 HSPA4
DNAJC3 3.78209061840462e-14 2.42089535359218 0.557 0.342 9.48548327095879e-11 2 DNAJC3
SEPTIN2 4.43187034858104e-14 1.46773329206649 0.611 0.392 1.11151308342413e-10 2 SEPTIN2
ARL6IP5 4.68344393262752e-14 2.13448002128491 0.763 0.639 1.17460773830298e-10 2 ARL6IP5
UBE2A 4.9158847472338e-14 1.50175661323817 0.267 0.097 1.23290389460624e-10 2 UBE2A
MRPL36 5.27719014606943e-14 1.22189030508775 0.477 0.262 1.32351928863421e-10 2 MRPL36
ALG2 5.33272880879937e-14 2.51025949638914 0.286 0.111 1.33744838524688e-10 2 ALG2
STAT5B 5.66099718246529e-14 2.47856435296031 0.385 0.187 1.4197780933623e-10 2 STAT5B
PSMD12 6.07062685300063e-14 1.62095050387286 0.508 0.286 1.52251321473256e-10 2 PSMD12
MRPL47 6.32202835295867e-14 0.781119970403874 0.435 0.219 1.58556471092203e-10 2 MRPL47
YWHAE 6.60081561904898e-14 2.40636597864898 0.611 0.404 1.65548455725748e-10 2 YWHAE
H2AFX 6.73951322392831e-14 1.77799688381443 0.298 0.12 1.69026991656122e-10 2 H2AFX
NARS 7.01447794135453e-14 2.9110032866524 0.462 0.26 1.75923106769172e-10 2 NARS
TASOR2 7.04403627452873e-14 1.6421311537947 0.378 0.176 1.7666442976518e-10 2 TASOR2
PSMD2 7.18791211990617e-14 0.806911925998399 0.561 0.342 1.80272835967247e-10 2 PSMD2
CCDC47 7.29430261353615e-14 2.3494423693511 0.408 0.206 1.82941109547487e-10 2 CCDC47
HNRNPDL 7.49211869190341e-14 1.64169072106772 0.679 0.498 1.87902336792937e-10 2 HNRNPDL
TXNDC17 7.72404029508531e-14 2.11842373817618 0.366 0.17 1.9371893060074e-10 2 TXNDC17
RIOK1 8.34412668159814e-14 1.83746738181369 0.29 0.115 2.09270697174481e-10 2 RIOK1
GARS 9.05167142739991e-14 1.97952248259722 0.324 0.141 2.2701591939919e-10 2 GARS
FBRS 9.35257616882872e-14 1.51908184974233 0.439 0.232 2.34562610314224e-10 2 FBRS
RBM8A 9.95513443439328e-14 3.87325265010614 0.656 0.47 2.49674771614583e-10 2 RBM8A
NELFE 1.00088371893527e-13 1.13031743157176 0.389 0.183 2.51021636708965e-10 2 NELFE
PUF60 1.12713033024895e-13 2.02245721747993 0.538 0.337 2.82684286826437e-10 2 PUF60
MRPL57 1.15036567260096e-13 2.19359314813387 0.63 0.415 2.88511710688321e-10 2 MRPL57
FUNDC2 1.30360682684551e-13 1.2243042697882 0.393 0.189 3.26944592172854e-10 2 FUNDC2
ATP6V0B 1.39266732581543e-13 2.29024503246966 0.626 0.431 3.4928096531451e-10 2 ATP6V0B
PHAX1 1.42890540445015e-13 1.32776095609634 0.515 0.311 3.58369475436099e-10 2 PHAX
TUBB4B 1.64359860285026e-13 2.30857500474988 0.496 0.301 4.12214529594845e-10 2 TUBB4B
GNLY 1.6891062089065e-13 251.174640013485 0.985 0.966 4.2362783719375e-10 2 GNLY
PDXK 1.93487718631023e-13 3.50942416404442 0.401 0.197 4.85267198326605e-10 2 PDXK
RPIA 2.00257403802357e-13 2.01193481532508 0.294 0.12 5.0224556873631e-10 2 RPIA
ZPR1 2.51898652209447e-13 1.78944067004824 0.309 0.129 6.31761819741293e-10 2 ZPR1
LTV1 2.58932651744155e-13 2.31395938256703 0.332 0.15 6.49403090574341e-10 2 LTV1
MICOS13 2.80830695245982e-13 1.57018345275132 0.439 0.23 7.04323383676922e-10 2 MICOS13
UAP1 3.55133714637123e-13 6.99549793557475 0.26 0.098 8.90675356309905e-10 2 UAP1
EMC6 3.55546036229499e-13 1.97732141865321 0.595 0.384 8.91709458863585e-10 2 EMC6
AMD1 3.70566708752631e-13 0.279290633545162 0.443 0.236 9.29381305551598e-10 2 AMD1
TMED2 3.89735117833684e-13 1.79869011011338 0.599 0.388 9.7745567552688e-10 2 TMED2
CSDE1 4.0534654713797e-13 0.625716082729715 0.725 0.532 1.01660914022203e-09 2 CSDE1
CDV3 4.14126346803591e-13 1.70352619161851 0.519 0.317 1.03862887778341e-09 2 CDV3
SLIRP 4.30801525690198e-13 1.65538910156689 0.405 0.207 1.08045022643102e-09 2 SLIRP
NOL7 4.44605671282263e-13 1.63580639644797 0.595 0.38 1.11507102357592e-09 2 NOL7
MLEC 4.46318077793752e-13 2.12037086811733 0.397 0.202 1.11936573910673e-09 2 MLEC
AK2 4.61351860050158e-13 1.95705347919849 0.256 0.097 1.1570704650058e-09 2 AK2
FMNL1 4.87420765252731e-13 1.92797968472946 0.729 0.587 1.22245127925385e-09 2 FMNL1
SDAD1 5.06429747665795e-13 1.50745221734731 0.328 0.149 1.27012580714581e-09 2 SDAD1
PRPF40A 5.10667634045547e-13 2.4429739293926 0.752 0.583 1.28075442618623e-09 2 PRPF40A
GFM1 5.26225582888435e-13 1.71953525989038 0.302 0.127 1.31977376188419e-09 2 GFM1
RPN1 5.85134299176983e-13 2.20663660077227 0.389 0.194 1.46751682233587e-09 2 RPN1
BCCIP 5.93583374872637e-13 1.60465104942961 0.282 0.114 1.48870710418057e-09 2 BCCIP
TNIP1 5.97530916787512e-13 2.02615379589342 0.389 0.2 1.49860753930308e-09 2 TNIP1
CD44 6.01171880074178e-13 6.18441568554147 0.824 0.714 1.50773907522604e-09 2 CD44
NR3C1 6.36805754788526e-13 1.81039252289482 0.664 0.472 1.59710883300962e-09 2 NR3C1
UTP11 7.20746856529839e-13 1.74638106356558 0.366 0.179 1.80763311617684e-09 2 UTP11
IGFBP7 7.49728539698772e-13 5.65486990651094 0.389 0.204 1.88031917756452e-09 2 IGFBP7
APBB1IP 7.64860506441772e-13 3.79662848388145 0.691 0.578 1.91827015015597e-09 2 APBB1IP
ILKAP 7.80928892488209e-13 1.7281164871471 0.458 0.253 1.95856966236043e-09 2 ILKAP
XRN2 7.98214800865808e-13 2.96869633836204 0.611 0.424 2.00192272057145e-09 2 XRN2
ENY2 8.00769316835943e-13 1.67156007621971 0.508 0.294 2.00832944662455e-09 2 ENY2
HSPB1 8.03926524117993e-13 4.47036485184259 0.271 0.109 2.01624772248793e-09 2 HSPB1
ATF4 8.17668904108572e-13 0.733168986649273 0.573 0.357 2.0507136115043e-09 2 ATF4
MRPL54 8.22800691008719e-13 1.71672007215316 0.405 0.208 2.06358413304987e-09 2 MRPL54
TMED10 8.5006903680498e-13 1.00446203851855 0.649 0.428 2.13197314430689e-09 2 TMED10
TIMM44 8.85749611217876e-13 1.58539020622221 0.313 0.134 2.22146002493443e-09 2 TIMM44
SRRM1 9.62307676016117e-13 1.79588770532828 0.748 0.608 2.41346765144842e-09 2 SRRM1
PSME4 9.63306112331276e-13 1.55722658410331 0.42 0.214 2.41597172972684e-09 2 PSME4
CYC1 9.74354529880674e-13 1.81768580366506 0.538 0.342 2.44368116094073e-09 2 CYC1
MIB1 1.13147461761761e-12 2.19854084515505 0.363 0.172 2.83773834098495e-09 2 MIB1
SURF4 1.16232696230796e-12 3.18365609383063 0.45 0.246 2.91511602146837e-09 2 SURF4
ANXA7 1.16599803686762e-12 1.0003594340218 0.553 0.336 2.92432307646399e-09 2 ANXA7
PITPNB 1.29916838308986e-12 1.29273233392925 0.504 0.297 3.25831430478937e-09 2 PITPNB
ATP5MC1 1.30843056006717e-12 1.54256129566526 0.439 0.235 3.28154384464847e-09 2 ATP5MC1
P4HB 1.33307574615884e-12 1.79640403507804 0.557 0.357 3.34335397136638e-09 2 P4HB
MAPK1IP1L 1.34160410450443e-12 1.82276422841144 0.439 0.24 3.36474309409711e-09 2 MAPK1IP1L
RAB5IF 1.34544938005996e-12 1.49030189823752 0.649 0.45 3.37438704519038e-09 2 RAB5IF
ITPA 1.824149566876e-12 1.62891275291174 0.324 0.148 4.574967113725e-09 2 ITPA
CARS 1.93783764934858e-12 1.90490954771779 0.271 0.108 4.86009682456625e-09 2 CARS
NUTF2 2.01217789328276e-12 1.8118573622717 0.42 0.221 5.04654215635315e-09 2 NUTF2
SRPRA 2.1363163095721e-12 2.3520725484164 0.538 0.337 5.35788130440682e-09 2 SRPRA
GLRX3 2.31394693927187e-12 1.53937646587716 0.26 0.1 5.80337892369385e-09 2 GLRX3
BLOC1S2 2.48665722436758e-12 1.93044543633893 0.42 0.217 6.2365363187139e-09 2 BLOC1S2
TOMM70 2.55714647812149e-12 1.76016299613255 0.309 0.136 6.4133233671287e-09 2 TOMM70
GLUD1 2.55875762301782e-12 0.519412147742381 0.37 0.185 6.41736411852869e-09 2 GLUD1
SZRD1 2.98163911783889e-12 1.71079419982383 0.447 0.247 7.47795090753995e-09 2 SZRD1
COX6A1 3.00226154878329e-12 2.2738726790163 0.786 0.674 7.5296719643485e-09 2 COX6A1
STRAP 3.04012376560507e-12 2.38826332678618 0.527 0.341 7.62463040413751e-09 2 STRAP
GLRX5 3.04293129207233e-12 2.34706352290897 0.511 0.315 7.6316716805174e-09 2 GLRX5
SCO2 3.24909139873775e-12 1.62158695169775 0.324 0.146 8.14872122803427e-09 2 SCO2
BHLHE40 3.3149590968851e-12 6.01860571214204 0.588 0.424 8.31391741498783e-09 2 BHLHE40
COPB2 3.41561224501981e-12 1.53237075853875 0.393 0.198 8.56635551050968e-09 2 COPB2
ADSS 3.46950476788525e-12 1.87256784450115 0.401 0.212 8.7015179578562e-09 2 ADSS
SEL1L 3.50429561699725e-12 1.40518833023278 0.389 0.195 8.78877340742911e-09 2 SEL1L
TMBIM1 3.99283053105992e-12 1.74066780976108 0.317 0.145 1.00140189718983e-08 2 TMBIM1
TRIAP1 4.0066619868091e-12 1.72616058105386 0.302 0.132 1.00487082629172e-08 2 TRIAP1
RAD23A 4.36201151563857e-12 1.5441856326486 0.492 0.295 1.09399248812215e-08 2 RAD23A
HIF1A 4.42867331793922e-12 0.700271589437531 0.725 0.498 1.11071126813916e-08 2 HIF1A
CMTM6 5.39868429449029e-12 1.89427226223422 0.599 0.412 1.35399002105816e-08 2 CMTM6
PFDN6 6.27065354784334e-12 2.21012324184091 0.355 0.178 1.57267990979911e-08 2 PFDN6
LSM7 6.67720017174891e-12 1.70186119835469 0.649 0.466 1.67464180307463e-08 2 LSM7
TFAM 6.8482372414975e-12 2.67483257354645 0.439 0.246 1.71753790016757e-08 2 TFAM
PGAM1 7.15051581435696e-12 4.30976816240762 0.412 0.225 1.79334936624073e-08 2 PGAM1
MRPS23 7.60744976027092e-12 2.06760423483842 0.378 0.19 1.90794839987595e-08 2 MRPS23
SLC15A4 7.76955933574812e-12 1.5300469337394 0.534 0.334 1.94860548140563e-08 2 SLC15A4
SF3B6 8.1395395442174e-12 1.04346943714349 0.649 0.468 2.04139651768973e-08 2 SF3B6
PSME2 9.12225698452876e-12 9.02983243038078 0.805 0.661 2.28786205171981e-08 2 PSME2
ZC3H7A 9.31781890164071e-12 1.31469697164998 0.443 0.25 2.33690898053149e-08 2 ZC3H7A
THAP12 1.03501171754022e-11 1.48750204280835 0.385 0.195 2.59580938759088e-08 2 THAP12
ZNFX1 1.11312392080425e-11 1.41986623331011 0.309 0.139 2.79171479337705e-08 2 ZNFX1
RRP7A 1.13773902058101e-11 1.77043258511074 0.443 0.255 2.85344946361718e-08 2 RRP7A
THOC1 1.19076644043072e-11 1.82641429586797 0.26 0.107 2.98644223260024e-08 2 THOC1
SNF8 1.2131473418299e-11 0.830376734229736 0.454 0.252 3.04257353330938e-08 2 SNF8
LETM1 1.22223498061324e-11 1.69282560986145 0.286 0.124 3.06536533137802e-08 2 LETM1
PSMC4 1.28836266540529e-11 2.69333582326976 0.519 0.337 3.23121356483648e-08 2 PSMC4
GHITM 1.29101372477304e-11 1.42454561375663 0.63 0.439 3.23786242173079e-08 2 GHITM
EIF1AX 1.29339458292422e-11 1.5563464514839 0.515 0.316 3.24383361397395e-08 2 EIF1AX
PPP1R15B 1.32797989736848e-11 1.65432701121475 0.382 0.199 3.33057358260015e-08 2 PPP1R15B
PLIN3 1.33127636960601e-11 2.27995969334321 0.263 0.111 3.33884113497187e-08 2 PLIN3
FNDC3B 1.37061552720529e-11 4.05831980599502 0.324 0.15 3.43750374223088e-08 2 FNDC3B
TRAM1 1.55924324825598e-11 2.27988417223893 0.649 0.462 3.91058206662599e-08 2 TRAM1
PRDX6 1.65255063840143e-11 3.56713250442516 0.702 0.52 4.14459700111078e-08 2 PRDX6
AHI1 1.66984794775935e-11 8.37018302618548 0.385 0.205 4.18797865298045e-08 2 AHI1
AIMP1 1.81749015176706e-11 1.93311134585922 0.408 0.222 4.55826530063179e-08 2 AIMP1
UQCC2 1.87947517984924e-11 1.33634684219592 0.282 0.122 4.71372375106189e-08 2 UQCC2
PPM1G 1.88666681351155e-11 2.25555802373682 0.58 0.39 4.73176036828696e-08 2 PPM1G
PPTC7 1.97554486752796e-11 1.34272325828703 0.416 0.222 4.95466652776013e-08 2 PPTC7
APEX1 1.9925780112581e-11 0.384347751991382 0.355 0.182 4.99738565223532e-08 2 APEX1
LPXN 2.04116001066296e-11 3.62575362367628 0.565 0.383 5.11922930674271e-08 2 LPXN
MRPL14 2.26224468200858e-11 1.33742119050199 0.534 0.338 5.67370966247753e-08 2 MRPL14
SUPT4H1 2.73046833977147e-11 1.38870402511549 0.527 0.328 6.84801459614684e-08 2 SUPT4H1
FKBP5 2.81928742635398e-11 0.365484037674966 0.263 0.111 7.07077286529578e-08 2 FKBP5
KPNA4 2.86902650241484e-11 1.33426246674661 0.569 0.39 7.19551846805643e-08 2 KPNA4
KRT10 2.97706658893785e-11 1.19367483462461 0.763 0.536 7.46648300505612e-08 2 KRT10
TOMM5 3.10816635501889e-11 1.41969361836287 0.328 0.158 7.79528121838738e-08 2 TOMM5
ZFP91 3.64403742796918e-11 1.28713738316727 0.511 0.322 9.13924586934671e-08 2 ZFP91
HLA-C 3.74398700778067e-11 26.7513860345531 0.992 0.994 9.38991941551391e-08 2 HLA-C
SPCS2 4.28763757616799e-11 2.3824897334638 0.645 0.498 1.07533950410293e-07 2 SPCS2
DCUN1D5 4.33400457462861e-11 1.71160388970504 0.355 0.178 1.08696834731686e-07 2 DCUN1D5
SNRPA1 4.34417229342728e-11 1.81075139024573 0.321 0.155 1.08951841119156e-07 2 SNRPA1
KLRK1 4.40844730946988e-11 2.28939910069311 0.87 0.784 1.10563858521505e-07 2 KLRK1
PRPF39 4.45427962745167e-11 1.68053490445241 0.252 0.102 1.11713333056488e-07 2 PRPF39
CNBP 4.67008726200643e-11 3.34729967697365 0.809 0.685 1.17125788531121e-07 2 CNBP
EWSR1 5.16482293331523e-11 1.99037399623492 0.424 0.241 1.29533759167546e-07 2 EWSR1
EPRS 5.17361819074208e-11 2.96693585353683 0.477 0.301 1.29754344223811e-07 2 EPRS
NDUFV2 5.73404405971624e-11 0.83907231467077 0.615 0.431 1.43809825017683e-07 2 NDUFV2
RAB10 6.6177613473055e-11 1.75167642899626 0.466 0.276 1.65973454590422e-07 2 RAB10
SREK1 7.65868918445046e-11 1.38691144016579 0.427 0.242 1.92079924746018e-07 2 SREK1
FMNL3 7.66895090442418e-11 3.76751581243912 0.534 0.38 1.92337288682958e-07 2 FMNL3
TMEM70 8.2041574559889e-11 1.14456794912505 0.302 0.138 2.05760268996201e-07 2 TMEM70
RPS6KA3 8.20647610196553e-11 1.13231773192254 0.569 0.377 2.05818420637296e-07 2 RPS6KA3
PDCD11 8.48442366393643e-11 1.01547000063131 0.256 0.107 2.12789345491526e-07 2 PDCD11
DOK2 8.78184165994285e-11 1.29865550543935 0.634 0.485 2.20248588831367e-07 2 DOK2
PCGF5 9.03301884397044e-11 1.34418041999224 0.477 0.282 2.26548112606779e-07 2 PCGF5
ASAP1 9.21836844994338e-11 4.4727666110793 0.374 0.194 2.3119668072458e-07 2 ASAP1
DNAJC2 1.00211096847583e-10 1.66340785340685 0.382 0.201 2.51329430893737e-07 2 DNAJC2
B2M 1.07633376269559e-10 8.50142263550622 0.954 0.95 2.69944507684055e-07 2 B2M
MORF4L2 1.09532407250099e-10 1.31760609934386 0.332 0.162 2.74707277383248e-07 2 MORF4L2
NDFIP1 1.24388375712659e-10 1.47039595317847 0.531 0.351 3.11966046287348e-07 2 NDFIP1
TNFAIP3 1.25369999013971e-10 10.0331458698092 0.756 0.618 3.1442795752704e-07 2 TNFAIP3
YDJC 1.26262287029752e-10 1.58172962594925 0.355 0.184 3.16665815870618e-07 2 YDJC
LARS 1.30069366849811e-10 1.96780985208094 0.408 0.226 3.26213972059327e-07 2 LARS
PHB2 1.32963061812427e-10 1.1104850171113 0.523 0.355 3.33471359025566e-07 2 PHB2
RNF181 1.34221669753618e-10 1.28277963045319 0.416 0.234 3.36627947742074e-07 2 RNF181
MLLT6 1.48293732280242e-10 1.112845471858 0.656 0.49 3.71920680558847e-07 2 MLLT6
RHOC 1.58390544763459e-10 3.61402911237855 0.469 0.308 3.97243486266755e-07 2 RHOC
VCP 1.67090141757371e-10 0.74249329910357 0.607 0.425 4.19062075527486e-07 2 VCP
STAT6 1.85748789971904e-10 1.59050722306476 0.389 0.214 4.65857965249534e-07 2 STAT6
AAMP 2.03052777592103e-10 1.43596755056821 0.374 0.204 5.09256366200994e-07 2 AAMP
TRIP12 2.18042567808573e-10 2.21739261930854 0.557 0.36 5.46850760063901e-07 2 TRIP12
SRSF10 2.37050407835289e-10 1.74964698024085 0.466 0.286 5.94522422850905e-07 2 SRSF10
SPCS3 2.41588529627427e-10 3.74658698573141 0.649 0.49 6.05904032305587e-07 2 SPCS3
SEM1 2.5516194290592e-10 1.6704863558069 0.531 0.355 6.39946152808048e-07 2 SEM1
VDAC1 2.68179807737699e-10 0.498692910118256 0.656 0.473 6.72594957806149e-07 2 VDAC1
MRPL52 3.24696823915654e-10 1.66894578066356 0.427 0.244 8.14339634380459e-07 2 MRPL52
GNA13 3.43903439829016e-10 0.754836099143088 0.515 0.334 8.62509827091172e-07 2 GNA13
SMG6 3.59476675180567e-10 1.7424935493885 0.393 0.221 9.01567501352861e-07 2 SMG6
UTP6 3.72914870447128e-10 1.661251632629 0.317 0.158 9.35270495081397e-07 2 UTP6
NDUFAF8 4.00451537212862e-10 3.03315328435536 0.351 0.193 1.00433245532986e-06 2 NDUFAF8
GPR18 4.15385316396426e-10 2.6679128237222 0.275 0.128 1.04178637352224e-06 2 GPR18
RBM28 4.39034020125293e-10 2.09860843475209 0.443 0.262 1.10109732247423e-06 2 RBM28
RTCB 4.88670903807624e-10 0.845897679393432 0.344 0.173 1.22558662674952e-06 2 RTCB
SLC52A2 5.2350755134552e-10 1.47820160203231 0.282 0.132 1.31295693877456e-06 2 SLC52A2
UTP18 5.45768357273273e-10 1.66021256820879 0.256 0.112 1.36878704004137e-06 2 UTP18
ORMDL2 5.46123847539474e-10 1.18290802903402 0.397 0.221 1.369678609629e-06 2 ORMDL2
TRMT10C 6.19573083106786e-10 2.00769364304731 0.435 0.264 1.55388929243182e-06 2 TRMT10C
TBC1D10B 6.91772562768202e-10 1.41686725817172 0.282 0.133 1.73496558742265e-06 2 TBC1D10B
PNPT1 8.2933459934356e-10 1.90199622303893 0.332 0.167 2.07997117515365e-06 2 PNPT1
PPP1R16B 8.65696148730859e-10 1.42779946320989 0.477 0.31 2.17116594101699e-06 2 PPP1R16B
AUP1 8.98322168217869e-10 1.06005615132262 0.542 0.357 2.25299199789041e-06 2 AUP1
ATXN2L 9.29500771130713e-10 1.47379361971865 0.473 0.293 2.33118793399583e-06 2 ATXN2L
MGAT2 9.94983863177813e-10 1.57835581495078 0.302 0.149 2.49541952884995e-06 2 MGAT2
LARP1 1.03324014985547e-09 1.43943061826161 0.389 0.215 2.59136629583752e-06 2 LARP1
N4BP1 1.03475195212336e-09 2.62297428210935 0.706 0.516 2.5951578959254e-06 2 N4BP1
FAM133B 1.05733408348396e-09 2.2317215590342 0.431 0.254 2.65179388137776e-06 2 FAM133B
HNRNPH3 1.13832287492816e-09 0.473290160440705 0.626 0.478 2.85491377031984e-06 2 HNRNPH3
