p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SRPK2	2.91987698497098e-05	0.559494524602715	0.394	0.283	0.397716444122897	1	SRPK2
NFKBIZ.1	2.95854124126299e-05	-1.62032962820361	0.072	0.157	0.402982902472432	1	NFKBIZ
HSPA9.1	3.13215461050185e-05	-0.82901737553288	0.168	0.275	0.426630779496457	1	HSPA9
ABTB1	3.14746443839686e-05	0.591328032849269	0.365	0.258	0.428716131154037	1	ABTB1
TIGIT	3.1992281351365e-05	-0.870860001498827	0.388	0.471	0.435766864286942	1	TIGIT
EDF1	3.20063938177645e-05	-0.337698066702057	0.722	0.795	0.43595909019177	1	EDF1
TNRC6C	3.23096867276657e-05	0.46717350937775	0.452	0.34	0.440090242917535	1	TNRC6C
FASTKD2	3.27381968559433e-05	-1.3866218828117	0.052	0.132	0.445926979374804	1	FASTKD2
FUBP1	3.28928925930518e-05	-0.636501714140702	0.232	0.345	0.448034090009959	1	FUBP1
MRPL21.1	3.31116782005224e-05	-0.839040861259285	0.113	0.213	0.451014168769316	1	MRPL21
YWHAQ.1	3.31713744408414e-05	-0.444905057496719	0.516	0.617	0.4518272912587	1	YWHAQ
EIF4A3	3.37572009987379e-05	-0.844762127096962	0.165	0.27	0.459806834803808	1	EIF4A3
FAM102A.1	3.58500905033635e-05	-0.984077466373321	0.13	0.228	0.488314082746314	1	FAM102A
SMG6	3.58672569058579e-05	-0.747450468089935	0.136	0.239	0.48854790631469	1	SMG6
HIPK2.1	3.63717622583469e-05	0.359591863694321	0.53	0.406	0.495419773720943	1	HIPK2
SH3BP5	3.6566038687024e-05	0.811952972237598	0.319	0.226	0.498066012955954	1	SH3BP5
CCL3L1.1	3.68392622801581e-05	-4.52306090428969	0.061	0.14	0.501787591518033	1	CCL3L1
S1PR5	3.8054928417485e-05	0.534545071788886	0.504	0.4	0.518346179974563	1	S1PR5
SLC7A6	3.84248809333045e-05	-1.34075422933573	0.061	0.143	0.52338530319254	1	SLC7A6
GBP1.1	3.99203910199326e-05	-1.42637514322189	0.122	0.215	0.543755646082502	1	GBP1
RBPJ	4.00755762298846e-05	-0.589713805210033	0.501	0.589	0.545869423827257	1	RBPJ
ETF1.1	4.11581617086936e-05	-1.07553471293855	0.116	0.21	0.560615320634116	1	ETF1
TNFRSF12A.1	4.26537817259674e-05	-1.92525362544718	0.035	0.105	0.580987160889403	1	TNFRSF12A
CD84	4.54906910106073e-05	-1.33498115533438	0.038	0.11	0.619628702255482	1	CD84
STARD4.1	4.55647159707494e-05	-1.15641217043985	0.119	0.212	0.620636996237577	1	STARD4
CCT5.1	4.61421665379132e-05	-0.524814118761444	0.336	0.453	0.628502450412915	1	CCT5
PRKACB	4.6194903074514e-05	0.435828439656866	0.406	0.288	0.629220774777955	1	PRKACB
RPF2.1	4.66491751240512e-05	-1.45974628686746	0.038	0.11	0.635408414364702	1	RPF2
EIF3A.1	4.68762229035441e-05	-0.456851789691736	0.504	0.612	0.638501032169174	1	EIF3A
CCND3	4.72702045597324e-05	0.417825213294059	0.475	0.352	0.643867456308115	1	CCND3
PPA1.1	4.7282431626121e-05	-1.24079897066882	0.101	0.191	0.644034001179394	1	PPA1
KLRC2.1	4.75172220239416e-05	-1.82043846803809	0.032	0.101	0.647232081188108	1	KLRC2
SNU13.1	4.76793798644645e-05	-0.498469167425329	0.406	0.517	0.649440833133871	1	SNU13
BTG1	4.83555031871637e-05	-0.253565409904559	0.994	0.991	0.658650308912357	1	BTG1
ARFGAP3	4.84477352153058e-05	-0.609889581622965	0.301	0.411	0.659906601367681	1	ARFGAP3
DPEP2	4.94866901168645e-05	0.665055256573541	0.2	0.115	0.674058206081811	1	DPEP2
PARP8	4.99363644770437e-05	0.371370546815598	0.522	0.403	0.680183220541812	1	PARP8
MAPK1.1	5.02317628105481e-05	0.367141461897465	0.641	0.542	0.684206841242475	1	MAPK1
HCST.1	5.29674413249002e-05	0.263000702053356	0.925	0.847	0.721469518286465	1	HCST
FLI1	5.35232870206006e-05	0.70211273322554	0.272	0.178	0.729040692507601	1	FLI1
TNFSF12	5.58066296343633e-05	0.659522372975999	0.272	0.177	0.760142102249662	1	TNFSF12
TSHZ1	5.59674336318239e-05	0.653760381838682	0.264	0.17	0.762332413499073	1	TSHZ1
MAT2A.1	5.66295395157682e-05	-1.02977288998905	0.194	0.289	0.771350957744279	1	MAT2A
CALR	5.67348283634603e-05	-0.705793877398709	0.345	0.455	0.772785097138693	1	CALR
MYLIP	5.76106010436579e-05	0.530264901767185	0.409	0.3	0.784713996815665	1	MYLIP
IER5.1	5.78121030828404e-05	-0.609367453944725	0.383	0.484	0.787458656091369	1	IER5
MX2.1	5.88226414778672e-05	-1.36969112688726	0.087	0.171	0.801223199570029	1	MX2
MTDH	5.92312747300159e-05	-0.424312641730142	0.565	0.661	0.806789193097547	1	MTDH
RNF135.1	5.93165423971499e-05	0.930514869067325	0.18	0.103	0.807950623991579	1	RNF135
EPRS	6.04503894074699e-05	-0.642309910948196	0.252	0.361	0.823394754119148	1	EPRS
ZFP36L1.1	6.27935223590181e-05	-0.683503880423872	0.606	0.678	0.855310568052185	1	ZFP36L1
PCID2	6.33748112267389e-05	0.350022402463006	0.475	0.352	0.863228303719411	1	PCID2
GPATCH4.1	6.51489092829473e-05	-1.25407863623582	0.096	0.182	0.887393293343025	1	GPATCH4
DDX50	6.5284210250729e-05	-0.941227349525656	0.09	0.179	0.889236227825179	1	DDX50
RPL8	6.63965089958716e-05	-0.287320057118088	0.939	0.965	0.904386849032767	1	RPL8
EIF5	6.64173647202931e-05	-0.454907844215664	0.548	0.633	0.904670924855113	1	EIF5
LINC002481.1	6.76544098169282e-05	0.852672309122616	0.217	0.134	0.921520716116378	1	LINC002481
SLC66A3	6.8020739258733e-05	0.768322145468118	0.197	0.116	0.926510489443202	1	SLC66A3
RCN2	6.91716299226427e-05	0.574915014789433	0.362	0.261	0.942186771176317	1	RCN2
FEZ1.1	6.93041245042439e-05	-1.11251953879759	0.249	0.338	0.943991479872307	1	FEZ1
MGAT1.1	7.09070679474481e-05	0.353935512507776	0.606	0.485	0.96582517251219	1	MGAT1
RRP7A	7.28737380279472e-05	-0.719402707695408	0.183	0.286	0.992613185678669	1	RRP7A
HNRNPA2B1.1	7.33364368667927e-05	-0.425296544874068	0.78	0.802	0.998915606562583	1	HNRNPA2B1
SIPA1.1	7.34817428628342e-05	0.435930040265306	0.441	0.325	1	1	SIPA1
RPL38	7.37549672043118e-05	-0.300503029889602	0.791	0.841	1	1	RPL38
EHD4.1	7.5438908195593e-05	-1.30533785973251	0.072	0.153	1	1	EHD4
IL10RA	7.59942028633353e-05	0.383549464362153	0.507	0.386	1	1	IL10RA
SNX9.1	7.64135846379458e-05	-1.53177744915076	0.046	0.118	1	1	SNX9
PRKY.1	7.67440338789744e-05	0.459745909940408	0.507	0.4	1	1	PRKY
ARRB2	7.81484868374779e-05	0.538391459566118	0.406	0.303	1	1	ARRB2
CFAP36	7.85636482964178e-05	-1.48477907274275	0.041	0.111	1	1	CFAP36
SIGIRR	8.04913991688954e-05	0.501842090564695	0.406	0.298	1	1	SIGIRR
ITGAM	8.07559457917214e-05	0.928693312763631	0.186	0.109	1	1	ITGAM
IDH2.1	8.13762925698693e-05	0.444152070128698	0.412	0.3	1	1	IDH2
STX11.1	8.15056609717183e-05	-1.12369667773108	0.116	0.204	1	1	STX11
PSMA6	8.15844481694318e-05	-0.447135759822542	0.357	0.478	1	1	PSMA6
MHENCR.1	8.27322406424287e-05	0.572491881386296	0.304	0.208	1	1	MHENCR
HNRNPAB	8.72533879772155e-05	-0.532508637811731	0.423	0.515	1	1	HNRNPAB
RAB3GAP1	8.74268901934659e-05	-1.35173242016152	0.041	0.111	1	1	RAB3GAP1
SLA.1	8.87589345452705e-05	-0.785557603288244	0.557	0.607	1	1	SLA
MPP6	9.4404444585029e-05	-1.23313018205411	0.058	0.134	1	1	MPP6
PDHA1.1	9.67932160286193e-05	-0.77718652999594	0.197	0.296	1	1	PDHA1
UPF2	9.7492161230756e-05	-0.585743507649578	0.304	0.41	1	1	UPF2
SYK.1	0.000101797337627101	0.631416227127076	0.255	0.164	1	1	SYK
COX17	0.000102365011716095	-0.541913977708319	0.322	0.426	1	1	COX17
LDHB	0.000104579745273274	-0.63544182881389	0.31	0.417	1	1	LDHB
NABP1	0.000105254916096969	-1.00557994529683	0.113	0.201	1	1	NABP1
CYCS.1	0.000105492000343629	-0.566366757420576	0.406	0.501	1	1	CYCS
NLRP1	0.000106342743769245	1.03900047421477	0.136	0.072	1	1	NLRP1
AGPAT5	0.000107875550403816	-1.46813890302112	0.035	0.101	1	1	AGPAT5
PPP2R2B	0.00011262194237889	0.901898533119909	0.174	0.101	1	1	PPP2R2B
STIP1.1	0.000114846682630682	-0.676265069747276	0.197	0.299	1	1	STIP1
DKC1.1	0.000114925814224908	-0.895026345889197	0.139	0.231	1	1	DKC1
DNTTIP2.1	0.000116008019897448	-0.682351641159776	0.255	0.353	1	1	DNTTIP2
PARP14.1	0.000120953072863818	-0.518887095384726	0.481	0.579	1	1	PARP14
FOXO3	0.000123798156410088	0.624928895536209	0.301	0.211	1	1	FOXO3
RASA3.1	0.000124490533869307	0.442241558890489	0.464	0.351	1	1	RASA3
TSR1.1	0.000126408492164762	-1.23512700425546	0.075	0.153	1	1	TSR1
C21orf91.1	0.000127499349807237	-0.884327613076977	0.116	0.205	1	1	C21orf91
FBXO32	0.00013490833882189	0.629504561167535	0.197	0.117	1	1	FBXO32
ZBTB43	0.000138974872889391	-0.875997965941968	0.116	0.205	1	1	ZBTB43
PTRHD1.1	0.00013999851479954	0.737194742302787	0.226	0.143	1	1	PTRHD1
GPR18	0.000142674133357688	-1.27290336688899	0.087	0.166	1	1	GPR18
DDX10	0.000144863657909325	-0.985713257320362	0.09	0.172	1	1	DDX10
ATP13A3.1	0.000146963476260597	-1.25357937013642	0.072	0.148	1	1	ATP13A3
PGD	0.000147067644674428	-1.38540224759326	0.046	0.115	1	1	PGD
DEGS1	0.000151862872452176	-0.920166461221861	0.116	0.203	1	1	DEGS1
MRPL3	0.000153528910505663	-0.899732343296234	0.113	0.199	1	1	MRPL3
NUDCD1	0.000154310102796462	-1.39369834144197	0.041	0.107	1	1	NUDCD1
PKN1	0.000155475475757527	0.63116378365562	0.296	0.206	1	1	PKN1
ARHGEF3	0.000155762892726564	0.389795315740676	0.53	0.418	1	1	ARHGEF3
POU2F2.1	0.00015589706186132	-0.880599284542135	0.229	0.323	1	1	POU2F2
BTN3A2.1	0.00015684724851746	0.382445648837293	0.646	0.55	1	1	BTN3A2
PRPF4B	0.000157256355288134	-0.30078868771952	0.542	0.642	1	1	PRPF4B
SET	0.000157763638588623	-0.254471378065018	0.774	0.824	1	1	SET
TES	0.000161039947465952	0.495040547688652	0.528	0.423	1	1	TES
TNRC6B	0.000161189937135683	0.341158419450017	0.759	0.719	1	1	TNRC6B
ABI3	0.000163088487152913	0.403037435077016	0.507	0.403	1	1	ABI3
MAML2.1	0.000164234274088059	-1.31880244374321	0.084	0.161	1	1	MAML2
EIF3H	0.000165940769312504	-0.379039284544027	0.501	0.595	1	1	EIF3H
RASGEF1B.1	0.000166097519059737	-1.06417845867828	0.159	0.247	1	1	RASGEF1B
ZNFX1.1	0.00016668416967715	-1.05380350640158	0.099	0.18	1	1	ZNFX1
RPL22L1	0.000170700641076005	-0.618117539623174	0.27	0.374	1	1	RPL22L1
SELL	0.000174319857681831	-1.17483761686126	0.087	0.166	1	1	SELL
ZNF593.1	0.000175359781108261	-1.37216694548371	0.064	0.136	1	1	ZNF593
SMARCA2	0.000177663313925955	0.467604906635982	0.322	0.223	1	1	SMARCA2
DTNBP1	0.00017790321082025	0.553427811189165	0.287	0.194	1	1	DTNBP1
STK17A.1	0.000182581573888794	0.256790310115854	0.6	0.462	1	1	STK17A
LBH.1	0.000183679513692819	0.469276238764462	0.4	0.3	1	1	LBH
HSP90AA1	0.000187125578702733	-0.269140708321883	0.907	0.939	1	1	HSP90AA1
CRIPT	0.000188363192245966	0.430892053021798	0.441	0.335	1	1	CRIPT
PDCD4.1	0.000191765513333455	-0.354268388778563	0.681	0.737	1	1	PDCD4
NUAK2	0.00019468264604195	0.911091752236907	0.13	0.069	1	1	NUAK2
RORA	0.000196960748203518	0.278664212341806	0.678	0.552	1	1	RORA
IFI27L2	0.000197998272566429	0.547494346317065	0.345	0.252	1	1	IFI27L2
APEX1	0.000201797850791564	-0.86593422440737	0.128	0.215	1	1	APEX1
AFTPH.1	0.000209237551005461	-0.662810672723454	0.214	0.31	1	1	AFTPH
FBL	0.000209294168210932	-0.598076443158868	0.243	0.344	1	1	FBL
ZNF410	0.000210185177961869	-1.21958142321389	0.055	0.125	1	1	ZNF410
MRPS22	0.000213726536245587	-1.04437114899596	0.078	0.155	1	1	MRPS22
HNRNPDL	0.000215488981068301	-0.440175295524574	0.452	0.541	1	1	HNRNPDL
GLS.1	0.000221561321688874	-0.680937992722014	0.272	0.368	1	1	GLS
SAMHD1	0.00022534702515232	0.457327584644779	0.383	0.283	1	1	SAMHD1
RPS17	0.000229424527624891	-0.296883489829134	0.696	0.774	1	1	RPS17
ADAM8	0.000229703516007058	0.383545209749475	0.58	0.478	1	1	ADAM8
EIF2S1.1	0.000234829411073061	-0.725680166692158	0.203	0.296	1	1	EIF2S1
ADA.1	0.000237927885972739	0.545508556020681	0.287	0.198	1	1	ADA
GIMAP1.1	0.000241676944465148	0.284252761214831	0.704	0.6	1	1	GIMAP1
SAT1.1	0.000242165036914712	-0.66170379655421	0.397	0.48	1	1	SAT1
USP12	0.00024917424772585	-0.869634583978594	0.13	0.216	1	1	USP12
NUCB1	0.000259521352727772	0.670658429670099	0.258	0.176	1	1	NUCB1
RPL36A	0.000261194840109831	-0.28802306181043	0.809	0.863	1	1	RPL36A
NDUFAF4	0.000266183448035088	-0.88879264356515	0.107	0.189	1	1	NDUFAF4
GOLGA8N	0.000267371425396768	0.955307151352124	0.104	0.051	1	1	GOLGA8N
PSMD14	0.000269545142589072	-0.834505576501452	0.104	0.187	1	1	PSMD14
PLEKHO2	0.000269651935598992	0.632572691865177	0.186	0.111	1	1	PLEKHO2
CANX	0.000272254332418463	-0.374469455106447	0.351	0.46	1	1	CANX
AL662844.4	0.000275993111470292	0.783901537050151	0.159	0.092	1	1	AL662844.4
CCT4.1	0.000278620445436772	-0.574057223846404	0.333	0.425	1	1	CCT4
LTV1	0.000278951236893261	-0.995234141865242	0.101	0.181	1	1	LTV1
PPTC7	0.000279023207252712	-0.561037244963112	0.174	0.27	1	1	PPTC7
PSIP1	0.000287907556876288	0.337764920461564	0.513	0.397	1	1	PSIP1
PUM3.1	0.000288021235757794	-0.836879629398064	0.096	0.177	1	1	PUM3
CXCR3.1	0.000288489676002635	-0.527079343418654	0.429	0.516	1	1	CXCR3
C4orf48.1	0.000288739304718216	-1.29085054510279	0.041	0.103	1	1	C4orf48
MAN2B2	0.000289332752836371	0.953155402963697	0.125	0.066	1	1	MAN2B2
WDR82	0.000295647420321405	0.45405609215916	0.449	0.353	1	1	WDR82
CASP4	0.000302333141404646	0.369945040248196	0.487	0.376	1	1	CASP4
AK2	0.000303377437638268	-1.0452288006703	0.064	0.135	1	1	AK2
POLD4	0.00031079112227231	0.436114771188618	0.478	0.391	1	1	POLD4
DHRS7.1	0.000320944022178544	0.514830166927395	0.412	0.315	1	1	DHRS7
GLRX.1	0.000321882438121229	0.807231226326909	0.154	0.089	1	1	GLRX
SNAP29	0.000329070960037143	0.583751508162697	0.281	0.194	1	1	SNAP29
ZNF48.1	0.00033768474802388	-1.34319073446846	0.046	0.11	1	1	ZNF48
SETD3	0.000339282191038751	0.600843344031012	0.304	0.218	1	1	SETD3
ZC3H15	0.000346121706217456	-0.474352306953393	0.345	0.445	1	1	ZC3H15
TXNL1	0.000350370860543369	-0.566328265514828	0.258	0.354	1	1	TXNL1
PSMB10	0.000350528223266161	0.310617669674559	0.672	0.597	1	1	PSMB10
CD2AP	0.000355910072523676	-0.853433793761926	0.145	0.229	1	1	CD2AP
AKR7A2	0.000359943445409319	0.618411854191148	0.284	0.2	1	1	AKR7A2
MRPL10	0.000363214632507264	0.547302773182137	0.264	0.178	1	1	MRPL10
CCDC69	0.000367678274977284	0.331521451859366	0.539	0.432	1	1	CCDC69
TRMT6	0.000368433302897308	-1.22016956257346	0.058	0.125	1	1	TRMT6
RPS8	0.000369320911016163	-0.257288710219324	0.954	0.97	1	1	RPS8
EMD	0.000376932424400534	-0.670913289735004	0.171	0.263	1	1	EMD
LAP3.1	0.000378241680028551	-0.806690911417967	0.203	0.288	1	1	LAP3
GPATCH11	0.000388408443071557	0.620673312154764	0.214	0.137	1	1	GPATCH11
SDCBP.1	0.000388887772911585	-0.894213463486349	0.296	0.381	1	1	SDCBP
PSME1	0.000392138374020504	0.253288012716853	0.887	0.847	1	1	PSME1
HERC6.1	0.000396254133899006	-1.04010280332281	0.072	0.144	1	1	HERC6
CNOT9	0.000425054984286202	-0.796201423510839	0.096	0.174	1	1	CNOT9
SERBP1.1	0.000427121883082226	-0.401844187001089	0.73	0.767	1	1	SERBP1
TRMT112	0.000427371953407697	-0.341147368784313	0.525	0.616	1	1	TRMT112
PRDM1.1	0.000429457479889901	0.508181511569487	0.328	0.238	1	1	PRDM1
ALYREF	0.000441142035302244	-0.894882841646714	0.128	0.208	1	1	ALYREF
MIAT	0.000444022086191444	0.496276559531738	0.275	0.191	1	1	MIAT
EML4	0.00044864703733026	-0.491150314074129	0.281	0.376	1	1	EML4
TBC1D10C	0.000450219416716586	0.596560236779737	0.209	0.133	1	1	TBC1D10C
PSMA1	0.000451868533398707	-0.477849021775421	0.336	0.43	1	1	PSMA1
GRPEL1.1	0.000452132481173916	-0.773174638954639	0.128	0.209	1	1	GRPEL1
SRF	0.000456966077195955	-1.11546902301273	0.067	0.135	1	1	SRF
ITGB1.1	0.000457057926319321	-0.613743695133191	0.278	0.365	1	1	ITGB1
EXOSC3.1	0.000458287051416478	-0.82361435459803	0.099	0.176	1	1	EXOSC3
LAMP1	0.000459058418700143	0.356017366803035	0.597	0.507	1	1	LAMP1
CCDC88C	0.000468897090415469	0.447614127027385	0.397	0.309	1	1	CCDC88C
FAM217B	0.000469874885878589	0.585997261257221	0.249	0.168	1	1	FAM217B
GRAP2	0.000477169805682568	0.686142280634678	0.212	0.138	1	1	GRAP2
UBE2H	0.000488673170814918	0.455840951699077	0.42	0.325	1	1	UBE2H
RNPEPL1.1	0.000492729184465589	0.345246102101458	0.533	0.438	1	1	RNPEPL1
DSTN	0.000496454050450453	0.396078986676901	0.455	0.354	1	1	DSTN
FAM3C.1	0.000498666522528932	-1.01869654145988	0.11	0.186	1	1	FAM3C
PPIF	0.000514101634993696	-1.24549263010439	0.07	0.137	1	1	PPIF
GLG1	0.000518002648929592	0.429658413016297	0.383	0.285	1	1	GLG1
ITM2C.1	0.000520972147423534	-0.906742311963825	0.148	0.23	1	1	ITM2C
PSME3	0.000529072491998926	-0.767205709604883	0.113	0.193	1	1	PSME3
BCL3	0.000531859558834067	-0.747417492772386	0.119	0.199	1	1	BCL3
RPL4	0.000534400724506831	-0.27668459880655	0.87	0.889	1	1	RPL4
PPP2CA	0.000536924934332621	-0.427474410701462	0.31	0.405	1	1	PPP2CA
FAM8A1	0.000537405993287345	0.585997261257221	0.252	0.172	1	1	FAM8A1
TAF1D	0.000540135100315326	-0.689987900582683	0.186	0.272	1	1	TAF1D
PIK3R1	0.000543721585889095	-0.516392079344856	0.539	0.6	1	1	PIK3R1
TRIM28	0.000546517972050474	-0.65729711944435	0.232	0.318	1	1	TRIM28
EIF4G1.1	0.000548624392476631	-0.561715278955055	0.252	0.346	1	1	EIF4G1
MRPL14.1	0.000557634861302373	-0.422116431999454	0.249	0.352	1	1	MRPL14
GCHFR.1	0.000566655433202907	0.467507436126861	0.423	0.325	1	1	GCHFR
STARD3NL	0.000571531396772699	0.527502135325543	0.406	0.32	1	1	STARD3NL
LRP10.1	0.000576114892304137	0.425230768790015	0.377	0.28	1	1	LRP10
PSMA3	0.000579094560871462	-0.534643967687904	0.284	0.378	1	1	PSMA3
DDX42	0.000583000116945007	-0.803570344224897	0.119	0.198	1	1	DDX42
XPC	0.00058994661161355	0.384134841509757	0.452	0.347	1	1	XPC
TRAPPC1	0.000597781001132794	0.299921722056218	0.623	0.536	1	1	TRAPPC1
POR	0.000604655927735758	-0.976144400169133	0.087	0.158	1	1	POR
SREBF2.1	0.000607004117888075	-1.10247926776755	0.055	0.118	1	1	SREBF2
MORF4L1	0.000607969404732532	-0.287839782117569	0.551	0.666	1	1	MORF4L1
TOMM22	0.000613049314712485	-0.517730438628887	0.246	0.341	1	1	TOMM22
ZMIZ1	0.000614286854117127	-1.13638801786271	0.064	0.129	1	1	ZMIZ1
ARHGAP30	0.000615870343540337	0.362145923096915	0.458	0.355	1	1	ARHGAP30
CAT	0.000620159065117486	0.831067334016721	0.186	0.118	1	1	CAT
CCDC59	0.000634261609333733	-0.920422008166054	0.11	0.185	1	1	CCDC59
AFG3L2	0.000655857073760986	-0.670821500504201	0.13	0.211	1	1	AFG3L2
IL16.1	0.000659737125096463	0.284069129693089	0.612	0.495	1	1	IL16
CPNE3	0.00066275038605572	0.471341121722622	0.432	0.344	1	1	CPNE3
TLE3	0.00066734049932914	-0.989684968029977	0.11	0.184	1	1	TLE3
OAS2.1	0.00067638481268456	-0.666634359702274	0.241	0.325	1	1	OAS2
ZBP1.1	0.000678657217414875	0.358897942067845	0.348	0.252	1	1	ZBP1
TTC3.1	0.000686163141370151	-0.478400788630655	0.342	0.434	1	1	TTC3
SNHG15.1	0.000690739448592992	-1.32316210128731	0.052	0.113	1	1	SNHG15
FAM49A	0.000696881468386188	0.561142816107905	0.22	0.146	1	1	FAM49A
TAGLN2.1	0.000696910835686974	-0.380927180484986	0.571	0.638	1	1	TAGLN2
PPP2R5C	0.00070272088564667	0.466835084370853	0.501	0.41	1	1	PPP2R5C
BCL2L1.1	0.000710362704982167	-1.46397523249662	0.142	0.211	1	1	BCL2L1
GDI2	0.000714193381072286	-0.488363963781191	0.287	0.38	1	1	GDI2
NUP188	0.000718227162851112	-1.02986181346385	0.043	0.103	1	1	NUP188
BTN3A1.1	0.000719655883470499	0.412466778810468	0.4	0.305	1	1	BTN3A1
CLK1	0.000731870587712078	0.313733555254455	0.533	0.438	1	1	CLK1
TRIM22.1	0.000735189005305707	-0.767341770987329	0.301	0.378	1	1	TRIM22
SEC31A	0.000736786244643112	-0.646571228869215	0.197	0.283	1	1	SEC31A
PRKCB	0.00073684294970666	0.853428661327473	0.133	0.076	1	1	PRKCB
CD160.1	0.000737241462345319	-1.98790344866756	0.177	0.25	1	1	CD160
DENND6A	0.000741048755299942	0.597280470569174	0.177	0.109	1	1	DENND6A
XRCC5	0.000741105001452098	-0.284495227353832	0.638	0.711	1	1	XRCC5
LARP4	0.000747675331238537	-1.04437114899596	0.072	0.139	1	1	LARP4
DCTPP1.1	0.000754307936650577	-1.11866691165649	0.09	0.158	1	1	DCTPP1
SELENOS	0.000755341888956525	-0.720487128064079	0.157	0.238	1	1	SELENOS
SKI.1	0.000756927793639269	0.400073165479317	0.452	0.358	1	1	SKI
GIT1	0.000763135756851939	-0.76257638787803	0.136	0.216	1	1	GIT1
ENPP4	0.000766154232737975	0.461127505180517	0.339	0.251	1	1	ENPP4
COPRS	0.000770770808832792	-1.15883565027142	0.049	0.109	1	1	COPRS
NUTF2	0.000772619851701091	-0.661853238135583	0.174	0.258	1	1	NUTF2
ARF4	0.000790691359499439	-0.642676950790587	0.217	0.302	1	1	ARF4
TXN	0.000791026190932756	-0.719236886937135	0.194	0.279	1	1	TXN
RAF1	0.000797253281418924	-0.942314319586648	0.093	0.163	1	1	RAF1
CHORDC1.1	0.000798335789672864	-0.633940586099863	0.191	0.276	1	1	CHORDC1
XRCC6.1	0.000798336168016304	-0.344209370853199	0.406	0.51	1	1	XRCC6
TMEM208	0.000799644177932484	-0.639604435087848	0.171	0.256	1	1	TMEM208
KIR3DL1	0.000811510704819141	0.518635831836058	0.168	0.102	1	1	KIR3DL1
WDR1.1	0.000827815984362651	-0.562010594238125	0.342	0.425	1	1	WDR1
CSTB	0.000829057449937888	-0.512324780729151	0.47	0.526	1	1	CSTB
ECI1	0.000829755389604347	-0.831885635513805	0.107	0.181	1	1	ECI1
SKAP1	0.000837465264733132	0.435947926912108	0.417	0.326	1	1	SKAP1
FHOD1.1	0.000853668436554636	-0.901211468151976	0.107	0.18	1	1	FHOD1
BMS1	0.000857724149851976	-0.688559837868023	0.136	0.217	1	1	BMS1
ATP5IF1	0.000859039529108005	0.327909426785152	0.49	0.39	1	1	ATP5IF1
SH3BGRL	0.000859917778761123	0.324529697011623	0.501	0.392	1	1	SH3BGRL
RCC2.1	0.000869521796346653	-0.691712654060024	0.183	0.266	1	1	RCC2
NAGLU	0.000874023066707321	0.841968628964733	0.113	0.061	1	1	NAGLU
ZBTB7A	0.00088214873516044	0.253080900120039	0.722	0.649	1	1	ZBTB7A
CHRAC1.1	0.000892248822535865	-0.731631644989252	0.168	0.248	1	1	CHRAC1
ZNF160	0.000902418265993534	-0.851919145188115	0.087	0.157	1	1	ZNF160
ROMO1	0.000918827406832475	-0.572867762181551	0.203	0.291	1	1	ROMO1
ARF6	0.000919442092617981	-0.269245968931959	0.638	0.715	1	1	ARF6
ARRDC2	0.000952794813418439	-0.660101137837164	0.177	0.259	1	1	ARRDC2
BHLHE40.1	0.000953035390772286	-0.600809774765403	0.377	0.451	1	1	BHLHE40
FDX1	0.000964098906089662	-0.561309610801712	0.223	0.31	1	1	FDX1
CD2.1	0.000981130307949767	-0.441511686946739	0.583	0.651	1	1	CD2
ARL14EP	0.000985409487081509	-0.5641171122095	0.206	0.293	1	1	ARL14EP
CCL4.1	0.0009923887465539	-2.27975750029435	0.965	0.812	1	1	CCL4
BIRC2	0.0010022184753226	-0.490711484732892	0.235	0.328	1	1	BIRC2
HNRNPH1	0.00100260405671581	-0.279819997574583	0.687	0.74	1	1	HNRNPH1
ATIC	0.00101288229118773	-1.13528229934232	0.058	0.118	1	1	ATIC
UAP1.1	0.0010214001789018	-1.03627488615895	0.078	0.144	1	1	UAP1
IMP4.1	0.00102707219265628	-0.970842763660939	0.096	0.164	1	1	IMP4
ADD1	0.00104023368270691	0.418140230799249	0.412	0.328	1	1	ADD1
POGK	0.00105628675119375	-0.851637607606198	0.055	0.116	1	1	POGK
STAT5B	0.00106430773548021	-0.778046734756679	0.145	0.221	1	1	STAT5B
STAT6	0.00107532320015611	-0.641917764180251	0.174	0.255	1	1	STAT6
SCP2	0.00110048194578293	0.413951373268522	0.435	0.346	1	1	SCP2
HES6.1	0.00111485597315758	0.349271314771818	0.406	0.305	1	1	HES6
STAT2	0.00113823859661587	-0.772385852405868	0.122	0.196	1	1	STAT2
TOMM40	0.00114880706938785	-0.898454302395352	0.107	0.178	1	1	TOMM40
NDUFAF8	0.0011510266372181	-0.735193589400216	0.165	0.243	1	1	NDUFAF8
PGP	0.0011698515840754	0.364404784890551	0.351	0.259	1	1	PGP
SMIM14	0.00118267102119409	0.502055788324616	0.261	0.184	1	1	SMIM14
STN1	0.00118420142044996	0.67265236440708	0.191	0.125	1	1	STN1
MBD3	0.00120775442722536	-1.11546902301273	0.064	0.125	1	1	MBD3
WAS.1	0.00122544740118366	0.376364369302036	0.449	0.357	1	1	WAS
KCNK6	0.00122574095924102	-0.865001886669948	0.078	0.143	1	1	KCNK6
CCL4L2.1	0.00126706600324216	-4.13958687183603	0.345	0.4	1	1	CCL4L2
CPD	0.00127460331850857	-0.881561492187302	0.096	0.164	1	1	CPD
