p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
EI24.1	9.19815550525409e-14	1.35169464342076	0.332	0.148	1.22758583373121e-09	1	EI24
SAR1B.1	9.30161420202025e-14	1.14159006691587	0.408	0.204	1.24139343140162e-09	1	SAR1B
PHAX	9.47358987478166e-14	0.927450754654192	0.497	0.275	1.26434530468836e-09	1	PHAX
SPAG9.1	9.53420578899254e-14	1.20888214946732	0.455	0.25	1.27243510459894e-09	1	SPAG9
SF3B5.1	9.55559706657986e-14	0.825595563469121	0.685	0.481	1.27528998450575e-09	1	SF3B5
RNPEPL1.1	9.6646420616377e-14	-1.21240264809721	0.236	0.473	1.28984312954617e-09	1	RNPEPL1
IARS.1	9.66803868231698e-14	1.6429257512361	0.257	0.097	1.29029644254202e-09	1	IARS
RPS19.1	9.92334624340283e-14	-0.351871084281198	1	1	1.32436978964454e-09	1	RPS19
FMNL3.1	1.03238243995045e-13	1.03006087578312	0.548	0.344	1.37781760435787e-09	1	FMNL3
ISG20.1	1.03717938632928e-13	1.01343766083036	0.575	0.367	1.38421960899506e-09	1	ISG20
SPAG1	1.13716656733211e-13	1.9772989234942	0.168	0.044	1.51766250076144e-09	1	SPAG1
GIT1.1	1.17570971803853e-13	1.14734610588428	0.363	0.165	1.56910218969422e-09	1	GIT1
GNG5.1	1.18995397211529e-13	0.668241760816907	0.798	0.643	1.58811257118507e-09	1	GNG5
TFAM.1	1.21802024568068e-13	1.06098922474886	0.455	0.243	1.62556981988544e-09	1	TFAM
PTGES3.1	1.22232699029992e-13	0.687735516113952	0.791	0.644	1.63131760125428e-09	1	PTGES3
NELFE	1.28373431336268e-13	1.11790989726993	0.377	0.178	1.71327181461383e-09	1	NELFE
TMED10	1.32213172717872e-13	0.77653576006582	0.64	0.409	1.76451700309272e-09	1	TMED10
TNRC6C.1	1.43335971708771e-13	-1.38452427827277	0.195	0.422	1.91296187842526e-09	1	TNRC6C
CSK.1	1.46629149281136e-13	-1.03349070146699	0.332	0.552	1.95691262630604e-09	1	CSK
RARA.1	1.47919259149203e-13	1.38320490331871	0.312	0.135	1.97413043260527e-09	1	RARA
CCDC47.1	1.47973898976168e-13	1.20855031421416	0.401	0.203	1.97485965573594e-09	1	CCDC47
YME1L1.1	1.56737113594823e-13	0.954502779382446	0.497	0.282	2.09181351803651e-09	1	YME1L1
GOLGA7	1.86771704702831e-13	0.908918317910201	0.555	0.339	2.49265517096398e-09	1	GOLGA7
UTP4	1.86847122959748e-13	2.21918241755228	0.13	0.027	2.4936617030208e-09	1	UTP4
PLAAT3	1.87203261867462e-13	-1.8521635390537	0.106	0.318	2.49841473288314e-09	1	PLAAT3
MRPL4	1.8896035619471e-13	1.28149506807445	0.336	0.153	2.5218649137746e-09	1	MRPL4
ERN1.1	1.89650669051593e-13	-1.99773107296586	0.089	0.296	2.53107782916256e-09	1	ERN1
HIC1	1.9040129911628e-13	1.74207331480962	0.192	0.058	2.54109573800587e-09	1	HIC1
PSMA5.1	2.00716243248716e-13	0.710710515664629	0.712	0.512	2.67875898239736e-09	1	PSMA5
DNAJC7.1	2.12691447221748e-13	0.961237484144163	0.507	0.298	2.83858005462145e-09	1	DNAJC7
CLEC2D.1	2.13907869082383e-13	0.774257603661645	0.822	0.684	2.85481442077348e-09	1	CLEC2D
ADRB2.1	2.35093508978805e-13	-1.47759121060466	0.13	0.351	3.13755797083113e-09	1	ADRB2
ALOX5AP.1	2.39794660548489e-13	-1.13759894324825	0.37	0.588	3.20029953968013e-09	1	ALOX5AP
IFIT3.1	2.42379835721354e-13	1.14132441825384	0.503	0.297	3.23480128753719e-09	1	IFIT3
DENND2D.1	2.48897124672135e-13	-1.38684577303269	0.178	0.405	3.32178102587432e-09	1	DENND2D
SPCS2	2.63525572774489e-13	0.789344824202404	0.685	0.471	3.51701229424833e-09	1	SPCS2
GLIPR1.1	2.68857787705903e-13	-0.88579514863191	0.339	0.57	3.58817603472298e-09	1	GLIPR1
ARHGAP25	2.77220047000091e-13	1.04885722331767	0.558	0.362	3.69977874726322e-09	1	ARHGAP25
NAF1	2.79533000088693e-13	2.38059420182896	0.127	0.026	3.73064741918369e-09	1	NAF1
RBM8A	2.91613291003937e-13	0.754074989103484	0.651	0.432	3.89187098173854e-09	1	RBM8A
TMEM70	3.0498621110582e-13	1.35568567563423	0.305	0.131	4.07034597341827e-09	1	TMEM70
IL10RA.1	3.08320034227407e-13	-1.07598174918884	0.199	0.441	4.11483917679898e-09	1	IL10RA
ALYREF.1	3.19706470099134e-13	1.36500102348392	0.308	0.133	4.26680254994305e-09	1	ALYREF
PSME1.1	3.25345331366394e-13	-0.664132208739974	0.764	0.834	4.3420587924159e-09	1	PSME1
UBE2N.1	3.28433233595573e-13	1.08513119538523	0.445	0.247	4.38326993556652e-09	1	UBE2N
IDH2.1	3.67598343516048e-13	-1.68650511818005	0.123	0.336	4.90596749256518e-09	1	IDH2
TRIP10	3.73074579808531e-13	2.74113213619212	0.103	0.017	4.97905334212466e-09	1	TRIP10
PSMD13.1	3.83724077115499e-13	0.849593213504065	0.548	0.323	5.12118153318345e-09	1	PSMD13
RCN1	3.92032799216028e-13	2.45507955803636	0.12	0.024	5.23206973833711e-09	1	RCN1
HMGCS1	4.01516110633935e-13	1.87034994641986	0.182	0.053	5.3586340125205e-09	1	HMGCS1
SLC7A5.1	4.0389204738699e-13	1.64894903344294	0.264	0.105	5.39034326442676e-09	1	SLC7A5
DBP.1	4.08305619994321e-13	-2.1433697043858	0.062	0.258	5.4492468044442e-09	1	DBP
TSPAN14.1	4.21278370810076e-13	-1.14737577708352	0.247	0.48	5.62238113683128e-09	1	TSPAN14
COX7A2.1	4.31764101589295e-13	0.585648772814349	0.839	0.703	5.76232369981073e-09	1	COX7A2
EVI2A.1	4.47997156962125e-13	1.39045745095426	0.582	0.411	5.97897005681652e-09	1	EVI2A
ACAP1	4.58337893449011e-13	-1.79491161549059	0.099	0.307	6.1169775259705e-09	1	ACAP1
CYC1	4.66966590518465e-13	0.874913408185457	0.538	0.317	6.23213611705943e-09	1	CYC1
TGS1	5.2958570942823e-13	0.997749905499518	0.442	0.235	7.06785087802916e-09	1	TGS1
SRM.1	5.43187731529835e-13	1.25695962477981	0.521	0.328	7.24938346499717e-09	1	SRM
PTPN4.1	5.95509991490012e-13	-1.1355305570831	0.257	0.482	7.9476763464257e-09	1	PTPN4
ATP6V0B	6.02441467465924e-13	0.879931247681304	0.603	0.409	8.04018382480022e-09	1	ATP6V0B
IL18RAP	6.35138554192531e-13	1.00579593952884	0.486	0.278	8.47655914425351e-09	1	IL18RAP
SMAD3	6.49859176388405e-13	1.47064799672041	0.274	0.112	8.67302056807966e-09	1	SMAD3
CHAC2	6.52025104247725e-13	2.56188937271982	0.106	0.018	8.70192704129014e-09	1	CHAC2
STIP1.1	7.12234660086691e-13	1.08465102223636	0.452	0.258	9.50548377351698e-09	1	STIP1
MRPL24.1	7.36433390913404e-13	1.68038506463855	0.209	0.07	9.82844003513029e-09	1	MRPL24
SLC35B1.1	7.43397142698895e-13	1.58964283693899	0.253	0.099	9.92137826645946e-09	1	SLC35B1
NME2.1	7.62600974700735e-13	1.20680092185032	0.647	0.527	1.0177672608356e-08	1	NME2
PTGDR.1	7.63873374343959e-13	-1.46354411795706	0.168	0.384	1.01946540539945e-08	1	PTGDR
RRP7A.1	7.92383759881474e-13	0.994187861027823	0.432	0.231	1.05751536593782e-08	1	RRP7A
GHITM.1	8.07915062966234e-13	0.77360484800981	0.64	0.437	1.07824344303474e-08	1	GHITM
ORMDL2	8.19261419015529e-13	1.07486279813099	0.394	0.198	1.09338628981812e-08	1	ORMDL2
CDC37.1	8.36028074760754e-13	0.730542727440528	0.712	0.525	1.1157630685757e-08	1	CDC37
ALG3.1	8.45121273481995e-13	1.59305775172724	0.233	0.085	1.12789885158907e-08	1	ALG3
CHRAC1.1	8.52639652684567e-13	1.15990351921215	0.366	0.178	1.13793288047282e-08	1	CHRAC1
NDFIP1.1	8.6813169747928e-13	0.887968158038686	0.527	0.316	1.15860856345585e-08	1	NDFIP1
HEATR1.1	8.83146432828036e-13	1.5737525643833	0.243	0.092	1.1786472292523e-08	1	HEATR1
FBL.1	8.99343738367976e-13	1.00905996081745	0.493	0.291	1.2002641532259e-08	1	FBL
APLP2	8.99634133598307e-13	1.16981979520915	0.38	0.192	1.2006517147003e-08	1	APLP2
PSMD11.1	9.4770010772573e-13	1.06523664579988	0.418	0.221	1.26480056377076e-08	1	PSMD11
HDLBP	9.78877325133518e-13	1.13912246671715	0.401	0.209	1.30640967812319e-08	1	HDLBP
DPH3.1	1.01197299402758e-12	1.16888653674289	0.356	0.17	1.35057915782921e-08	1	DPH3
CPD.1	1.03856983075729e-12	1.27083059924635	0.298	0.127	1.38607529612867e-08	1	CPD
ARL6IP1	1.04915615411838e-12	0.70282070656875	0.671	0.447	1.40020380328639e-08	1	ARL6IP1
SRPRA	1.10600117969688e-12	0.901356849501217	0.527	0.317	1.47606917442346e-08	1	SRPRA
HNRNPU.1	1.11832685821551e-12	0.550541371829856	0.877	0.759	1.49251902497442e-08	1	HNRNPU
SRFBP1.1	1.17425450679448e-12	1.53716346758867	0.24	0.09	1.56716006476792e-08	1	SRFBP1
CCDC124	1.23023589962566e-12	1.17407305484266	0.387	0.201	1.64187283164041e-08	1	CCDC124
PPIL1	1.26812410606657e-12	2.0651130360142	0.151	0.039	1.69243843195645e-08	1	PPIL1
STOM.1	1.3106623904163e-12	-1.58066263134495	0.134	0.342	1.74921002624959e-08	1	STOM
EVL.1	1.35429097706328e-12	-0.848597454178639	0.411	0.636	1.80743673798866e-08	1	EVL
TTC39B.1	1.3582368172895e-12	-1.87270531253486	0.096	0.295	1.81270285635457e-08	1	TTC39B
BAG1.1	1.56244506989272e-12	1.01863378264426	0.425	0.226	2.08523919027882e-08	1	BAG1
TIMM50.1	1.57330822332687e-12	1.61745956093752	0.205	0.069	2.09973715485204e-08	1	TIMM50
DCK.1	1.59732772186448e-12	-2.04339540397906	0.075	0.268	2.13179357760034e-08	1	DCK
PNRC1.1	1.69011364203111e-12	-0.609083268169136	0.712	0.848	2.25562566665472e-08	1	PNRC1
THOC6.1	1.84679427449582e-12	1.81077702312844	0.178	0.054	2.46473163874212e-08	1	THOC6
STK10.1	1.95763454270632e-12	-1.11832754805606	0.243	0.473	2.61265906069586e-08	1	STK10
ABLIM1	2.04363397487838e-12	-1.69416752054929	0.12	0.323	2.72743390287268e-08	1	ABLIM1
NDUFV2.1	2.09694160799504e-12	0.753552267840397	0.623	0.404	2.79857827003018e-08	1	NDUFV2
ARL4A.1	2.15484019968107e-12	1.59764038507721	0.188	0.059	2.87584973049436e-08	1	ARL4A
MHENCR.1	2.21286095232478e-12	-2.10287350326792	0.072	0.262	2.95328422697265e-08	1	MHENCR
RCSD1	2.23352616824103e-12	-1.12557530223555	0.236	0.459	2.98086402413448e-08	1	RCSD1
UTP20	2.29673675732978e-12	1.93010695398155	0.164	0.047	3.06522487633233e-08	1	UTP20
PRRC2C	2.34208173155262e-12	0.408590060935811	0.935	0.882	3.12574227893012e-08	1	PRRC2C
PSME4	2.47796280114185e-12	1.22933659650384	0.37	0.186	3.30708915440391e-08	1	PSME4
VCPKMT	2.51891472211472e-12	1.48618486698656	0.212	0.073	3.36174358813431e-08	1	VCPKMT
GOLIM4.1	2.65380861570604e-12	1.35870955185702	0.253	0.099	3.54177297852128e-08	1	GOLIM4
DDX18.1	2.84907401582012e-12	0.674436535796332	0.705	0.502	3.80237418151353e-08	1	DDX18
PSMB2	2.93490465714759e-12	0.772833840667204	0.582	0.367	3.91692375542918e-08	1	PSMB2
SPTY2D1	2.99674310731578e-12	1.19514130401878	0.401	0.214	3.99945335102363e-08	1	SPTY2D1
RBL2.1	3.00202112770782e-12	-1.2299589502384	0.223	0.436	4.00649739703886e-08	1	RBL2
WDR3.1	3.33124531053615e-12	1.58474558389052	0.219	0.079	4.44587999144155e-08	1	WDR3
UHRF1BP1L.1	3.34500507838722e-12	1.39177215363379	0.264	0.108	4.46424377761559e-08	1	UHRF1BP1L
BTN3A2.1	3.57345608312700e-12	-0.926092991607085	0.401	0.599	4.7691344885413e-08	1	BTN3A2
PPM1G	3.58573358457422e-12	0.847636230541369	0.558	0.351	4.78552004197276e-08	1	PPM1G
C1orf216	3.67573062903238e-12	1.85075959470208	0.144	0.037	4.90563009750662e-08	1	C1orf216
PPP1R18.1	3.74325662908177e-12	-0.876648217793835	0.435	0.625	4.99575029717253e-08	1	PPP1R18
MCL1.1	4.08262098052424e-12	0.678791675028538	0.719	0.541	5.44866596060765e-08	1	MCL1
RTRAF.1	4.10684918318751e-12	1.02150332155246	0.476	0.28	5.48100091988205e-08	1	RTRAF
TMBIM1	4.11836908118875e-12	1.34160250762755	0.298	0.134	5.49637537575451e-08	1	TMBIM1
BUD23	4.19023504914389e-12	1.44392596934848	0.25	0.099	5.59228769658744e-08	1	BUD23
UBE2D3.1	4.27542707733278e-12	0.614839050000018	0.801	0.666	5.70598497740833e-08	1	UBE2D3
APEX1.1	4.50364868860622e-12	1.05081102097723	0.366	0.18	6.01056953981387e-08	1	APEX1
SNRPN	4.71411278659166e-12	-1.33873465816827	0.182	0.388	6.29145492498523e-08	1	SNRPN
HLA-F.1	4.82664596985261e-12	0.573227440733319	0.832	0.657	6.4416417113653e-08	1	HLA-F
PSMB7.1	5.00017574426393e-12	0.865477967031315	0.476	0.273	6.67323454829464e-08	1	PSMB7
BCCIP.1	5.20535096481298e-12	1.35677178973181	0.247	0.096	6.9470613976394e-08	1	BCCIP
ERP29	5.32105693677766e-12	-1.0350817654348	0.339	0.539	7.10148258782346e-08	1	ERP29
HNRNPF	5.81305456761447e-12	0.548087468113817	0.825	0.716	7.75810262593827e-08	1	HNRNPF
MTSS1	5.81931572418127e-12	1.18073888264904	0.37	0.19	7.76645876549232e-08	1	MTSS1
ERF.1	6.16556126923942e-12	1.63792658862191	0.192	0.064	8.22855806992693e-08	1	ERF
CHSY1	6.18139952917378e-12	1.57831874262564	0.199	0.067	8.24969581163532e-08	1	CHSY1
SMG6.1	6.38298897373096e-12	1.06638891279029	0.384	0.198	8.51873708434133e-08	1	SMG6
ADRM1.1	6.66057676503128e-12	0.877469557983114	0.521	0.315	8.88920575061074e-08	1	ADRM1
PFDN5	7.07791110385683e-12	-0.438192188388512	0.894	0.935	9.44618015920732e-08	1	PFDN5
PDIA4	7.12169731177257e-12	1.27180744098413	0.387	0.211	9.50461723229167e-08	1	PDIA4
RBM38.1	7.26752521394313e-12	-1.25761654552054	0.219	0.426	9.69923915052849e-08	1	RBM38
RRP9	7.79007445624254e-12	1.89106469115588	0.178	0.057	1.03966333693013e-07	1	RRP9
NOL10	7.87226780535733e-12	1.49872269885472	0.205	0.071	1.05063286130299e-07	1	NOL10
ANXA7.1	7.92483171889316e-12	0.916925026278453	0.517	0.324	1.05764804120348e-07	1	ANXA7
RANGAP1.1	8.04829572546097e-12	1.23414799332889	0.298	0.132	1.07412554752002e-07	1	RANGAP1
RPS27A	8.06598620249616e-12	-0.256842082535714	1	1	1.07648651858514e-07	1	RPS27A
PDIA3	8.48670527904785e-12	0.677853379303089	0.839	0.752	1.13263568654173e-07	1	PDIA3
PRPF39.1	8.60147854392587e-12	1.37308374682779	0.233	0.088	1.14795332647235e-07	1	PRPF39
STAT6	8.94474686501567e-12	0.999810680244505	0.401	0.213	1.19376591660499e-07	1	STAT6
CCDC69.1	9.34351235475602e-12	-1.0580385875104	0.264	0.482	1.24698515886574e-07	1	CCDC69
AMD1.1	9.38861317846248e-12	0.950313982779271	0.442	0.248	1.2530043147976e-07	1	AMD1
SSR3.1	9.51399840315788e-12	1.04208807672897	0.479	0.293	1.26973822688545e-07	1	SSR3
TMED2.1	9.59906210138863e-12	0.861847151180945	0.568	0.388	1.28109082805133e-07	1	TMED2
UTRN.1	9.88825776786304e-12	-0.90944374459268	0.438	0.627	1.319686881699e-07	1	UTRN
SIPA1.1	1.08299384224986e-11	-1.42705491515666	0.182	0.382	1.44536358186667e-07	1	SIPA1
TYMP.1	1.10451779212188e-11	1.20950657991581	0.291	0.128	1.47408944536586e-07	1	TYMP
FGD3.1	1.11084969288436e-11	-1.27619555072611	0.188	0.395	1.48254000012347e-07	1	FGD3
GADD45GIP1.1	1.12629147399636e-11	0.9084317503212	0.538	0.357	1.50314860119555e-07	1	GADD45GIP1
TTF2.1	1.14058477162937e-11	1.69575858974071	0.202	0.071	1.52222443621655e-07	1	TTF2
GIMAP2.1	1.18198441410968e-11	-1.17376988008275	0.267	0.466	1.57747639907077e-07	1	GIMAP2
TASOR2	1.20497663916136e-11	1.0821288634442	0.373	0.19	1.60816182262475e-07	1	TASOR2
SPCS3	1.20838966863861e-11	0.699963216689095	0.654	0.459	1.61271685176509e-07	1	SPCS3
GOLM1	1.21177021790807e-11	1.81227157394213	0.171	0.053	1.61722853282011e-07	1	GOLM1
HSP90AA1	1.2203554155821e-11	0.531266656105151	0.962	0.922	1.62868633763587e-07	1	HSP90AA1
RPL6	1.22347612374227e-11	-0.346260734455668	0.986	0.998	1.63285123474644e-07	1	RPL6
MRPS23.1	1.37149689093098e-11	0.976405096309985	0.373	0.187	1.83039975063648e-07	1	MRPS23
DLEU2	1.38025548877034e-11	1.54359483748622	0.212	0.078	1.84208897531289e-07	1	DLEU2
NOC2L.1	1.43401322774522e-11	1.42813228963375	0.219	0.081	1.91383405374877e-07	1	NOC2L
HSP90B1	1.47090581031024e-11	0.970939229416408	0.613	0.455	1.96307089444004e-07	1	HSP90B1
PSMD2	1.57340472267707e-11	0.831637291071797	0.527	0.329	2.09986594288482e-07	1	PSMD2
SPEN	1.58878274552555e-11	0.629954949700117	0.712	0.5	2.1203894521784e-07	1	SPEN
SENP7	1.58946375771678e-11	-1.5112507133561	0.137	0.335	2.12129833104882e-07	1	SENP7
NACA	1.64542462809003e-11	-0.346234104703549	0.983	0.992	2.19598370864895e-07	1	NACA
SIPA1L1.1	1.65549924912666e-11	1.47055603827267	0.236	0.093	2.20942929788443e-07	1	SIPA1L1
DDX31	1.70538641138452e-11	2.15968272241021	0.11	0.023	2.27600870463378e-07	1	DDX31
MRPL36.1	1.76499063628544e-11	0.971399553739912	0.449	0.262	2.35555650318654e-07	1	MRPL36
H2AFX.1	1.76664208096802e-11	1.30662098247285	0.274	0.119	2.35776052125992e-07	1	H2AFX
KIR2DL1	1.85802765829639e-11	1.67990428747467	0.205	0.074	2.47972371276236e-07	1	KIR2DL1
PAPOLA.1	1.85967158056335e-11	0.621067976827301	0.702	0.485	2.48191769141985e-07	1	PAPOLA
SFMBT1	1.88343712270893e-11	1.58018406310125	0.182	0.059	2.51363518396734e-07	1	SFMBT1
AIMP2	1.95649658344738e-11	1.80521112409989	0.168	0.052	2.61114034026888e-07	1	AIMP2
CDC73	2.07941115966562e-11	0.91581708443605	0.449	0.254	2.77518213368973e-07	1	CDC73
AAK1.1	2.0799535833975e-11	-1.20556378409973	0.229	0.432	2.7759060524023e-07	1	AAK1
USP28.1	2.20747052336359e-11	-1.45758386329841	0.154	0.351	2.94609016048105e-07	1	USP28
PSME2	2.24989409306964e-11	0.561682624582879	0.801	0.647	3.00270865661074e-07	1	PSME2
ATP5MC1.1	2.26502518118315e-11	0.960980049503487	0.411	0.221	3.02290260680704e-07	1	ATP5MC1
MAGOH	2.38268855827065e-11	0.694358065067283	0.63	0.437	3.179936149868e-07	1	MAGOH
DDX3X.1	2.41606540575914e-11	0.9307569069884	0.497	0.31	3.22448089052615e-07	1	DDX3X
SEPTIN6	2.42841687338817e-11	-1.14004463546629	0.205	0.415	3.24096515922385e-07	1	SEPTIN6
NDUFA11.1	2.44025449904199e-11	0.668834264515612	0.678	0.498	3.25676365442144e-07	1	NDUFA11
PHB2.1	2.53716328905058e-11	0.843363069232524	0.514	0.322	3.3860981255669e-07	1	PHB2
EHD4.1	2.64222457078017e-11	1.45905851418039	0.226	0.087	3.52631291216322e-07	1	EHD4
TC2N	2.65559256986847e-11	-2.58898458249806	0.045	0.209	3.54415384374646e-07	1	TC2N
SART3	2.65719744884756e-11	1.144049021112	0.305	0.14	3.54629571523195e-07	1	SART3
LAP3.1	2.67924168110083e-11	0.924320762302158	0.404	0.214	3.57571594759717e-07	1	LAP3
CYTIP	2.75200612351615e-11	-0.858558155834281	0.288	0.515	3.67282737244465e-07	1	CYTIP
NMRK1	2.76416483686059e-11	-1.34346938122831	0.164	0.364	3.68905439127414e-07	1	NMRK1
PTPN7	2.80226838572124e-11	1.25689441333257	0.305	0.143	3.73990738758357e-07	1	PTPN7
BHLHE40.1	2.91063034427963e-11	0.972635662764441	0.575	0.405	3.88452725747559e-07	1	BHLHE40
RUNX1	2.92396187562327e-11	1.17428438981621	0.353	0.18	3.90231951920682e-07	1	RUNX1
VAPA.1	3.02100342634019e-11	0.713149398472672	0.647	0.45	4.03183117279362e-07	1	VAPA
AHDC1.1	3.10791941734198e-11	1.03575754330379	0.322	0.151	4.1478292543846e-07	1	AHDC1
MRPL50.1	3.14850594597575e-11	1.12243062176733	0.305	0.14	4.20199603549923e-07	1	MRPL50
C5orf56.1	3.19090709890352e-11	-1.91093084273975	0.092	0.273	4.25858461419664e-07	1	C5orf56
PPTC7	3.27780571111514e-11	1.06310280743202	0.39	0.212	4.37455950205426e-07	1	PPTC7
KHDRBS1	3.30145558961153e-11	1.26597863970258	0.305	0.143	4.40612262989555e-07	1	KHDRBS1
KRT10.1	3.30833276159692e-11	0.561462728661282	0.733	0.521	4.41530090362725e-07	1	KRT10
PDCD5.1	3.3897023370371e-11	1.08060077760905	0.432	0.251	4.52389673900972e-07	1	PDCD5
BLOC1S2	3.49811281157776e-11	0.926142347174402	0.408	0.22	4.66858135833168e-07	1	BLOC1S2
PSMC3.1	3.54221215001168e-11	0.938390066362925	0.473	0.291	4.72743633540559e-07	1	PSMC3
NUTF2	3.67776286866921e-11	0.933762026320284	0.397	0.21	4.90834232452593e-07	1	NUTF2
NOM1.1	3.69383828649115e-11	1.15613522906634	0.274	0.118	4.92979657715109e-07	1	NOM1
CYTH1.1	3.71874435551729e-11	-0.87793711746956	0.291	0.505	4.96303621687338e-07	1	CYTH1
PNPT1.1	3.72101414175423e-11	1.17194737009215	0.322	0.153	4.9660654735852e-07	1	PNPT1
KRR1.1	3.7223665625559e-11	0.777489032586071	0.558	0.351	4.96787041438711e-07	1	KRR1
PSMB1.1	3.77213479850333e-11	0.526148499832257	0.784	0.651	5.03429110208254e-07	1	PSMB1
HERPUD1.1	3.83121375224874e-11	1.33714917989675	0.428	0.257	5.11313787375117e-07	1	HERPUD1
SLC6A6.1	3.91954836693456e-11	-1.37856837874816	0.164	0.361	5.23102925051087e-07	1	SLC6A6
RPN1.1	3.97348442778836e-11	1.12321826161182	0.36	0.187	5.30301231732634e-07	1	RPN1
SLC3A2	4.19467091147095e-11	1.86554906647189	0.171	0.056	5.59820779844913e-07	1	SLC3A2
C1orf43.1	4.22656453112114e-11	0.854957695891747	0.466	0.273	5.64077302323428e-07	1	C1orf43
RPIA	4.24567801286372e-11	1.26719823451761	0.281	0.126	5.66628187596792e-07	1	RPIA
RHOA	4.35760316270222e-11	0.452186908885473	0.897	0.763	5.81565718094239e-07	1	RHOA
C1orf162.1	4.39928146419597e-11	-1.57503200224608	0.096	0.282	5.87128104211594e-07	1	C1orf162
CTNNA1	4.55503136023855e-11	1.36091678048528	0.219	0.084	6.07914485337436e-07	1	CTNNA1
GMFG.1	4.58724559347439e-11	-0.617755842788424	0.64	0.782	6.12213796905092e-07	1	GMFG
SF3B4	4.68687746570486e-11	1.03373617081167	0.37	0.194	6.2551066657297e-07	1	SF3B4
TRMT6	4.7425586481953e-11	1.46626032902165	0.226	0.089	6.32941877188144e-07	1	TRMT6
PSMD9	4.91555311553641e-11	0.971070513580023	0.411	0.226	6.56029718799489e-07	1	PSMD9
TVP23B	4.97977572378723e-11	1.57074870658704	0.171	0.055	6.64600868096643e-07	1	TVP23B
HIGD1A	5.11019271084014e-11	1.14620673156212	0.277	0.121	6.82006319188725e-07	1	HIGD1A
TRMT10C.1	5.34113734272493e-11	0.87514291699053	0.428	0.235	7.12828189760069e-07	1	TRMT10C
AC073957.3	5.64735524435685e-11	2.08263338289491	0.123	0.031	7.53696030911865e-07	1	AC073957.3
RPL18A.1	5.68234024866324e-11	-0.359369274309243	0.997	0.997	7.58365129586596e-07	1	RPL18A
UTP6.1	5.85831276598857e-11	1.22675593007662	0.305	0.146	7.81850421748834e-07	1	UTP6
LTV1.1	5.95472086107564e-11	1.23159087255386	0.288	0.132	7.94717046119155e-07	1	LTV1
ADSS.1	5.9651934667632e-11	1.02112475051486	0.387	0.207	7.96114720074216e-07	1	ADSS
INPP5D.1	5.97518833918e-11	-1.41144710438036	0.144	0.336	7.97448635746962e-07	1	INPP5D
ASAP1	6.14099668818298e-11	1.14813670732043	0.363	0.192	8.19577418004901e-07	1	ASAP1
AUTS2.1	6.16092912469853e-11	-1.20812046137647	0.195	0.398	8.22237600982266e-07	1	AUTS2
CD81	6.2757552446593e-11	-0.589403190688457	0.661	0.805	8.37562294952229e-07	1	CD81
PRPF31.1	6.38190661070061e-11	1.0293195137898	0.39	0.211	8.51729256264104e-07	1	PRPF31
IPO7.1	6.53512491756582e-11	1.00521897686396	0.366	0.19	8.72177771498334e-07	1	IPO7
RPS6KA3	6.59323282273357e-11	0.849139271318954	0.521	0.337	8.79932852522022e-07	1	RPS6KA3
TNFSF12.1	6.65437884491962e-11	-2.05774474847145	0.062	0.23	8.88093400642973e-07	1	TNFSF12
NR3C1.1	7.07576904806211e-11	0.609489544364422	0.658	0.446	9.44332137154369e-07	1	NR3C1
FBRS	7.4218629348849e-11	0.92983696378229	0.387	0.205	9.90521827289739e-07	1	FBRS
RPL12.1	7.61600614064395e-11	-0.413285139070305	0.969	0.987	1.01643217953034e-06	1	RPL12
GNPTAB	7.67295095461507e-11	0.764532637268988	0.736	0.607	1.02403203440293e-06	1	GNPTAB
SRP72.1	7.69580008398184e-11	0.821298476865834	0.5	0.311	1.02708147920822e-06	1	SRP72
ENG	7.86646841400081e-11	-2.65382699537208	0.034	0.189	1.04985887453255e-06	1	ENG
UFM1.1	7.92420460628966e-11	0.869280517478231	0.514	0.329	1.05756434675542e-06	1	UFM1
CD48	8.18279080093484e-11	-0.510981954147971	0.616	0.798	1.09207526029276e-06	1	CD48
MRPL52.1	8.51292556644434e-11	0.962477961785804	0.425	0.243	1.13613504609766e-06	1	MRPL52
ITGB2.1	8.67497095775793e-11	-0.739070614332379	0.575	0.725	1.15776162402237e-06	1	ITGB2
AEN	8.79893912003772e-11	2.14879257134499	0.113	0.026	1.17430641496023e-06	1	AEN
TMX4.1	8.8322355563444e-11	-1.35950096247169	0.151	0.344	1.17875015734972e-06	1	TMX4
GMCL1.1	8.9498440035382e-11	-1.80531923443509	0.096	0.273	1.19444618071221e-06	1	GMCL1
ATP2A2	8.95009563801604e-11	1.62886019909618	0.164	0.052	1.19447976384962e-06	1	ATP2A2
NOL7.1	9.40382333337426e-11	0.72093185094698	0.555	0.357	1.25503426207213e-06	1	NOL7
CYP51A1.1	9.53034476440233e-11	1.60615225493576	0.199	0.073	1.27191981225714e-06	1	CYP51A1
SEPTIN2.1	9.53918632441345e-11	0.73529174775813	0.568	0.379	1.27309980685622e-06	1	SEPTIN2
TEX261	9.92620076009787e-11	1.43461069283098	0.216	0.084	1.32475075344266e-06	1	TEX261
VAV3	9.96177383965791e-11	1.01625956489454	0.428	0.25	1.32949833664074e-06	1	VAV3
RORA.1	1.0289270677253e-10	-0.734111503458332	0.401	0.602	1.37320606458619e-06	1	RORA
NPTN	1.10370766047296e-10	1.09465815123411	0.298	0.139	1.47300824366722e-06	1	NPTN
